"Amazon 出品サービス、フルフィルメント by Amazon (FBA)"
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2025/06/03 17:03:01 JST","12033182173","注文","250-6518387-9554253","QTS00004","森永製菓 おいしいコラーゲンドリンク 125ml 30本 レモン味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","長崎県","851-010","","7,500","600","0","0","0","0","-81","0","0","0","-882","0","0","0","7,137"
"2025/06/03 17:03:01 JST","12033182173","注文","250-9580449-4419839","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","香川県","769-021","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:08 JST","12033182173","注文","250-3739835-3755013","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","神奈川県","239-084","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:08 JST","12033182173","注文","503-4370101-7603821","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","滋賀県","520-302","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:08 JST","12033182173","注文","250-9325353-4744658","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","大阪府","599-812","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:08 JST","12033182173","注文","250-0048571-2492655","QTS00005","森永製菓 おいしいコラーゲンドリンク 125ml 36本 ピーチ味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","大分県","875-001","","8,333","667","0","0","0","0","-90","0","0","0","-980","0","0","0","7,930"
"2025/06/03 17:03:11 JST","12033182173","注文","503-9532101-9423003","QTE21001","森永製菓 プラセンタ プラス 9.5g カプセル 30粒 約30日分 サプリメント 栄養機能食品 ビタミンE","1","amazon.jp","出品者","","東京都","169-007","","1,885","151","600","60","0","0","-20","0","0","0","-295","0","0","0","2,381"
"2025/06/03 17:03:14 JST","12033182173","注文","503-8861897-4238211","QTS00001","森永製菓 おいしいコラーゲンドリンク 125ml 30本 ピーチ味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","和歌山県","649-625","","7,500","600","0","0","0","0","-81","0","0","0","-882","0","0","0","7,137"
"2025/06/03 17:03:14 JST","12033182173","注文","249-4943397-4554266","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","愛知県","483-820","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:18 JST","12033182173","注文","503-5888115-4557434","QTS00005","森永製菓 おいしいコラーゲンドリンク 125ml 36本 ピーチ味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","愛知県","468-007","","8,333","667","0","0","0","0","-90","0","0","0","-980","0","0","0","7,930"
"2025/06/03 17:03:18 JST","12033182173","注文","249-6194404-1978207","QTS00004","森永製菓 おいしいコラーゲンドリンク 125ml 30本 レモン味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","神奈川県","254-005","","7,500","600","0","0","0","0","-81","0","0","0","-882","0","0","0","7,137"
"2025/06/03 17:03:18 JST","12033182173","注文","250-3108299-0737417","QTS00001","森永製菓 おいしいコラーゲンドリンク 125ml 30本 ピーチ味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","岐阜県","501-062","","7,500","600","0","0","0","0","-81","0","0","0","-882","0","0","0","7,137"
"2025/06/03 17:03:21 JST","12033182173","注文","249-4140938-9591020","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","岡山県","719-023","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:21 JST","12033182173","注文","249-3192339-7671063","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","北海道","071-054","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:21 JST","12033182173","注文","503-2520298-5254206","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","千葉県","276-004","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:21 JST","12033182173","注文","250-5058507-1823869","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","東京都","143-001","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:21 JST","12033182173","注文","249-3038673-9102262","QTS00004","森永製菓 おいしいコラーゲンドリンク 125ml 30本 レモン味 機能性表示食品 コラーゲンペプチド コラーゲン ドリ","1","amazon.jp","出品者","","北海道","003-002","","7,500","600","0","0","0","0","-81","0","0","0","-882","0","0","0","7,137"
"2025/06/03 17:03:24 JST","12033182173","注文","250-2279685-9641411","RAK34101","森永製菓 国産 十六雑穀 900g （30g×30袋） 雑穀 雑穀米 混ぜるだけ 個包装 パック","1","amazon.jp","出品者","","兵庫県","676-008","","3,300","264","600","60","0","0","-36","0","0","0","-461","0","0","0","3,727"
"2025/06/03 17:03:27 JST","12033182173","注文","503-4889072-1473435","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","東京都","103-000","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:30 JST","12033182173","注文","249-0704064-2486221","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","東京都","152-001","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:30 JST","12033182173","注文","249-0624872-6738215","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","茨城県","310-085","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:37 JST","12033182173","注文","250-0719498-4788612","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","2","amazon.jp","出品者","","大阪府","578-094","","4,600","368","0","0","0","0","-50","0","0","0","-541","0","0","0","4,377"
"2025/06/03 17:03:37 JST","12033182173","注文","503-2483276-3199003","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","京都府","610-031","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:03:40 JST","12033182173","注文","250-8779060-9739044","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","神奈川県","241-082","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:14:46 JST","12033182173","注文","250-7234163-8119007","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","千葉県","261-001","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:15:19 JST","12033182173","注文","250-9232981-6081432","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","愛知県","489-098","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:26:39 JST","12046335353","注文","250-0262891-3755823","RAS31001","森永製菓 ラクノビ 180g ココア 1杯で1日分のカルシウム 牛乳150mlでカルシウム770mg 鉄7.2mg （180g×2個）","1","amazon.jp","出品者","","愛知県","487-001","","2,300","184","0","0","0","0","-25","0","0","0","-271","0","0","0","2,188"
"2025/06/03 17:44:07 JST","12046335353","注文","503-9663462-5928611","QTE17001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 レモン味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","東京都","194-001","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/03 17:54:51 JST","12046335353","注文","250-2742307-0874201","QTE06001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","神奈川県","248-003","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/03 18:19:31 JST","12046335353","注文","249-8790034-8793432","RAS29002","森永製菓 おいしいコラーゲンドリンク プレミオ 125ml 12本 ブルーベリー味 機能性表示食品 コラーゲンペプチド","1","amazon.jp","Amazon","","京都府","605-002","","5,093","407","139","14","0","0","-55","-139","-14","0","-600","-465","0","0","4,380"
"2025/06/03 18:19:31 JST","12046335353","注文","249-8790034-8793432","QTE06004","森永製菓 おいしいコラーゲンドリンク 125ml 12本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","京都府","605-002","","3,463","277","139","14","0","0","-37","-139","-14","0","-407","-465","0","0","2,831"
"2025/06/03 18:19:31 JST","12046335353","注文","249-8790034-8793432","QTE17002","森永製菓 おいしいコラーゲンドリンク 125ml 12本 レモン味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","京都府","605-002","","3,463","277","140","14","0","0","-37","-140","-14","0","-407","-465","0","0","2,831"
"2025/06/03 18:32:36 JST","12046335353","注文","249-7490198-6330236","QTE27001","森永製菓 おいしい青汁 125ml 24本 国産 野菜 果実 青汁 飲料 機能性表示食品 （青汁, 24）","2","amazon.jp","Amazon","","広島県","720-212","","12,222","978","418","42","0","0","-132","-418","-42","0","-1,437","-1,028","0","0","10,603"
"2025/06/03 18:38:36 JST","12046335353","注文","503-6127806-3975048","QTE06001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","愛知県","448-085","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/03 18:39:20 JST","12046335353","注文","250-1649497-8883028","QTE06001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","大阪府","599-812","","6,111","489","0","0","0","0","-66","0","0","0","-1,437","-514","0","0","4,583"
"2025/06/03 18:39:20 JST","12046335353","注文","250-1649497-8883028","QTE06001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","大阪府","599-812","","6,111","489","0","0","0","0","-66","0","0","0","0","-514","0","0","6,020"
"2025/06/03 21:04:24 JST","12046335353","注文","250-1444956-5145459","QTE17001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 レモン味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","愛知県","444-082","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/03 22:35:57 JST","12046335353","注文","249-8943435-9353453","QTE06004","森永製菓 おいしいコラーゲンドリンク 125ml 12本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","山梨県","400-086","","3,463","277","0","0","0","0","-37","0","0","0","-407","-465","0","0","2,831"
"2025/06/03 23:19:50 JST","12046335353","注文","249-6726194-2294258","RAS29002","森永製菓 おいしいコラーゲンドリンク プレミオ 125ml 12本 ブルーベリー味 機能性表示食品 コラーゲンペプチド","1","amazon.jp","Amazon","","静岡県","411-003","","5,093","407","0","0","0","0","-55","0","0","0","-600","-465","0","0","4,380"
"2025/06/03 23:27:00 JST","12046335353","注文","503-3652920-9827010","QTE27001","森永製菓 おいしい青汁 125ml 24本 国産 野菜 果実 青汁 飲料 機能性表示食品 （青汁, 24）","1","amazon.jp","Amazon","","大阪府","580-000","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/04 0:13:26 JST","12046335353","注文","250-9556779-1259024","QTE27001","森永製菓 おいしい青汁 125ml 24本 国産 野菜 果実 青汁 飲料 機能性表示食品 （青汁, 24）","1","amazon.jp","Amazon","","山梨県","480-085","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
"2025/06/04 1:44:26 JST","12046335353","注文","250-4045480-0915829","QTE06001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 ピーチ味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","大阪府","569-003","","6,111","489","418","42","0","0","-66","-418","-42","0","-718","-514","0","0","5,302"
"2025/06/04 1:45:52 JST","12046335353","注文","503-9492320-3687808","QTE17001","森永製菓 おいしいコラーゲンドリンク 125ml 24本 レモン味 モリコラ 機能性表示食品 コラーゲンペプチド コラー","1","amazon.jp","Amazon","","静岡県","416-090","","6,111","489","0","0","0","0","-66","0","0","0","-718","-514","0","0","5,302"
